gameType,accuracy,score,completionTime,attempts,incorrectAttempts,correctAnswers,completionRate,previousDifficulty,recommendedDifficulty
object_recognition,0.93,193,30.4,6,1,5,1.0,medium,hard
daily_routine_recall,0.94,200,16.7,5,0,5,1.0,easy,hard
memory_match,0.75,128,28.1,8,1,7,0.97,medium,medium
pattern_recognition,0.54,21,74.2,15,5,10,0.79,medium,easy
pattern_recognition,0.48,19,77.6,16,5,11,0.78,easy,easy
daily_routine_recall,0.53,21,60.8,18,7,11,0.45,easy,easy
memory_match,0.55,22,98.3,13,6,7,0.67,medium,easy
object_recognition,0.93,200,23.2,5,0,5,1.0,hard,hard
memory_match,0.49,19,82.9,15,6,9,0.49,easy,easy
daily_routine_recall,0.35,14,106.6,13,3,10,0.41,hard,easy
pattern_recognition,0.81,195,24.3,5,1,4,1.0,hard,hard
pattern_recognition,0.41,16,63.5,15,5,10,0.41,medium,easy
daily_routine_recall,0.95,200,25.6,6,0,6,1.0,medium,hard
object_recognition,0.94,190,32.3,4,0,4,1.0,medium,hard
memory_match,0.83,200,13.2,4,0,4,1.0,medium,hard
daily_routine_recall,0.92,200,11.9,4,0,4,1.0,hard,hard
pattern_recognition,0.62,101,49.4,11,2,9,0.96,hard,medium
object_recognition,0.94,193,30.9,4,0,4,1.0,medium,hard
pattern_recognition,0.9,184,33.8,4,0,4,1.0,easy,hard
daily_routine_recall,0.86,180,33.9,5,0,5,1.0,medium,hard
memory_match,0.84,187,29.7,8,1,7,1.0,hard,hard
pattern_recognition,0.85,200,22.4,6,2,4,1.0,easy,hard
pattern_recognition,0.8,178,33.0,9,2,7,1.0,medium,hard
object_recognition,0.98,200,13.7,5,0,5,1.0,easy,hard
pattern_recognition,0.8,117,42.2,6,1,5,0.95,hard,hard
daily_routine_recall,0.32,12,74.1,15,5,10,0.84,easy,easy
memory_match,0.31,12,64.2,11,4,7,0.65,easy,easy
memory_match,0.3,12,104.5,10,3,7,0.49,easy,easy
memory_match,0.99,200,15.1,7,0,7,1.0,easy,hard
object_recognition,0.81,121,38.6,11,3,8,0.9,hard,medium
daily_routine_recall,0.7,127,27.1,11,3,8,0.83,easy,medium
memory_match,0.24,10,72.5,13,3,10,0.46,easy,easy
memory_match,0.83,193,26.1,4,0,4,1.0,medium,hard
object_recognition,0.91,200,12.2,5,0,5,1.0,medium,hard
daily_routine_recall,0.33,13,87.6,14,4,10,0.5,hard,easy
daily_routine_recall,0.22,10,46.1,18,7,11,0.48,easy,easy
memory_match,0.89,200,22.8,6,0,6,1.0,easy,hard
object_recognition,0.58,23,55.6,17,6,11,0.61,easy,easy
pattern_recognition,0.94,200,15.7,6,0,6,1.0,hard,hard
object_recognition,0.5,20,52.0,13,5,8,0.81,hard,easy
daily_routine_recall,0.68,110,43.9,10,2,8,0.86,hard,medium
object_recognition,0.49,19,105.9,12,4,8,0.48,easy,easy
object_recognition,0.79,111,47.1,9,1,8,0.98,hard,hard
object_recognition,0.66,127,25.1,6,1,5,0.85,medium,medium
daily_routine_recall,0.76,132,25.8,7,1,6,0.89,medium,medium
object_recognition,0.62,99,51.9,10,3,7,0.88,hard,medium
pattern_recognition,0.92,200,12.7,5,0,5,1.0,medium,hard
daily_routine_recall,0.8,129,30.3,6,1,5,0.84,medium,hard
object_recognition,0.85,194,26.6,6,2,4,1.0,easy,medium
memory_match,0.23,10,95.1,18,7,11,0.84,hard,easy
daily_routine_recall,0.68,127,26.9,9,2,7,0.82,easy,medium
pattern_recognition,0.3,12,98.0,13,3,10,0.44,medium,easy
daily_routine_recall,0.87,180,34.5,4,0,4,1.0,hard,hard
pattern_recognition,0.47,18,103.9,11,5,6,0.41,easy,easy
pattern_recognition,0.63,106,44.7,8,2,6,0.85,easy,medium
pattern_recognition,0.67,113,39.5,7,1,6,0.95,easy,medium
memory_match,0.64,116,35.8,9,2,7,1.0,hard,medium
pattern_recognition,0.38,15,98.0,18,7,11,0.76,hard,easy
object_recognition,0.73,104,51.6,8,2,6,0.85,easy,medium
memory_match,0.98,200,13.9,7,0,7,1.0,hard,hard
object_recognition,0.21,10,101.8,16,5,11,0.5,easy,easy
daily_routine_recall,0.76,123,34.6,7,2,5,0.99,medium,medium
memory_match,0.84,191,27.9,6,0,6,1.0,easy,hard
memory_match,0.95,200,13.6,7,0,7,1.0,hard,hard
daily_routine_recall,0.44,17,73.3,12,5,7,0.4,hard,easy
pattern_recognition,0.88,194,28.0,6,0,6,1.0,medium,hard
pattern_recognition,0.85,178,34.6,7,0,7,1.0,easy,hard
object_recognition,0.84,200,15.9,4,0,4,1.0,medium,hard
memory_match,0.73,113,42.9,10,2,8,0.93,easy,medium
object_recognition,0.37,14,76.7,14,4,10,0.68,easy,easy
object_recognition,0.87,179,34.9,4,0,4,1.0,hard,hard
object_recognition,0.25,10,63.9,15,4,11,0.4,medium,easy
object_recognition,0.43,17,91.8,13,6,7,0.44,hard,easy
object_recognition,0.28,11,61.3,13,4,9,0.68,hard,easy
pattern_recognition,0.91,200,13.2,5,0,5,1.0,hard,hard
pattern_recognition,0.55,22,74.8,14,4,10,0.54,easy,easy
object_recognition,0.81,200,21.7,6,1,5,1.0,medium,hard
memory_match,0.94,200,20.5,6,0,6,1.0,easy,hard
daily_routine_recall,0.21,10,100.6,11,3,8,0.45,medium,easy
memory_match,0.57,22,56.4,15,7,8,0.51,medium,easy
object_recognition,0.47,18,95.5,14,5,9,0.68,hard,easy
pattern_recognition,0.98,200,12.0,4,0,4,1.0,easy,hard
memory_match,0.88,200,15.5,6,0,6,1.0,easy,hard
pattern_recognition,0.46,18,58.8,16,5,11,0.42,medium,easy
memory_match,0.65,99,52.8,6,1,5,0.99,medium,medium
daily_routine_recall,0.87,200,18.5,5,0,5,1.0,easy,hard
pattern_recognition,0.97,200,20.2,7,2,5,1.0,hard,hard
object_recognition,0.96,200,25.4,6,0,6,1.0,hard,hard
memory_match,0.93,189,32.5,4,0,4,1.0,medium,hard
memory_match,0.51,20,71.0,12,4,8,0.58,medium,easy
pattern_recognition,0.95,200,22.1,7,1,6,1.0,hard,hard
object_recognition,0.46,18,67.2,14,5,9,0.77,hard,easy
daily_routine_recall,0.84,199,23.6,6,2,4,1.0,hard,hard
memory_match,0.66,99,53.6,6,1,5,0.88,easy,medium
object_recognition,0.81,126,33.2,8,1,7,0.99,easy,hard
memory_match,0.61,120,29.3,6,1,5,0.8,medium,medium
memory_match,0.22,10,84.0,14,4,10,0.83,easy,easy
object_recognition,0.98,200,27.8,8,1,7,1.0,hard,easy
daily_routine_recall,0.75,116,40.1,7,2,5,0.83,medium,medium
pattern_recognition,0.74,126,30.2,11,3,8,0.92,easy,medium
daily_routine_recall,0.62,106,44.3,8,2,6,0.93,hard,medium
daily_routine_recall,0.85,187,30.1,5,1,4,1.0,easy,hard
object_recognition,0.99,200,15.2,5,1,4,1.0,easy,hard
pattern_recognition,0.63,109,41.4,8,2,6,0.85,easy,medium
pattern_recognition,0.86,200,10.0,9,2,7,1.0,easy,hard
pattern_recognition,0.23,10,62.1,12,6,6,0.45,medium,easy
object_recognition,0.8,193,25.4,9,2,7,1.0,medium,hard
pattern_recognition,0.96,200,15.8,5,0,5,1.0,easy,hard
pattern_recognition,0.67,105,47.9,9,3,6,0.97,easy,medium
pattern_recognition,0.43,17,53.3,12,5,7,0.72,medium,easy
pattern_recognition,0.49,19,51.9,9,3,6,0.77,medium,easy
memory_match,0.81,119,40.4,12,3,9,0.88,easy,medium
pattern_recognition,0.52,20,77.0,14,7,7,0.62,hard,easy
object_recognition,0.79,109,50.0,7,2,5,0.99,medium,hard
daily_routine_recall,0.48,19,104.7,15,5,10,0.64,easy,easy
pattern_recognition,0.91,183,34.5,7,1,6,1.0,easy,hard
pattern_recognition,0.32,12,56.0,18,7,11,0.54,hard,easy
memory_match,0.21,10,66.0,15,4,11,0.56,medium,easy
object_recognition,0.89,182,34.1,4,0,4,1.0,easy,hard
object_recognition,0.84,200,22.4,4,0,4,1.0,hard,hard
object_recognition,0.65,105,46.3,8,1,7,0.9,medium,medium
pattern_recognition,0.31,12,92.0,18,7,11,0.81,easy,easy
memory_match,0.73,117,38.9,9,3,6,0.97,medium,medium
pattern_recognition,0.33,13,92.0,15,5,10,0.46,easy,easy
object_recognition,0.64,112,39.8,10,1,9,0.92,hard,medium
object_recognition,0.76,123,34.6,7,1,6,0.98,easy,medium
memory_match,0.9,200,21.3,5,0,5,1.0,hard,hard
daily_routine_recall,0.93,200,11.3,6,0,6,1.0,medium,hard
memory_match,0.35,14,99.4,12,3,9,0.73,hard,easy
memory_match,0.82,195,24.7,4,0,4,1.0,easy,hard
memory_match,0.77,116,41.2,7,1,6,0.92,hard,medium
memory_match,0.74,111,46.0,8,1,7,0.96,easy,medium
daily_routine_recall,0.7,119,35.8,10,1,9,0.82,medium,medium
daily_routine_recall,0.49,19,51.2,12,4,8,0.85,hard,easy
pattern_recognition,0.83,192,26.8,6,0,6,1.0,medium,hard
memory_match,0.81,200,14.7,4,0,4,1.0,easy,hard
pattern_recognition,0.76,103,54.9,11,2,9,0.83,medium,medium
memory_match,0.67,120,32.5,9,1,8,0.81,easy,medium
pattern_recognition,0.37,14,58.3,15,5,10,0.69,medium,easy
pattern_recognition,0.86,200,21.5,4,0,4,1.0,hard,hard
memory_match,0.78,118,40.4,9,2,7,0.98,hard,hard
memory_match,0.91,200,18.3,5,1,4,1.0,hard,hard
pattern_recognition,0.84,200,12.9,9,2,7,1.0,medium,hard
pattern_recognition,0.85,200,10.4,7,0,7,1.0,medium,hard
pattern_recognition,0.25,10,54.5,18,7,11,0.75,easy,easy
memory_match,0.81,114,45.8,6,1,5,0.98,medium,hard
object_recognition,0.82,177,33.9,6,0,6,1.0,medium,hard
pattern_recognition,0.35,14,104.8,12,4,8,0.75,easy,easy
daily_routine_recall,0.8,120,39.5,9,1,8,0.81,easy,hard
object_recognition,0.39,15,53.0,14,6,8,0.82,hard,easy
object_recognition,0.24,10,62.4,10,4,6,0.75,easy,easy
object_recognition,0.68,116,37.2,11,3,8,0.81,medium,medium
memory_match,0.84,179,33.9,7,0,7,1.0,easy,hard
pattern_recognition,0.35,14,82.6,16,6,10,0.65,easy,easy
daily_routine_recall,0.27,10,69.6,14,6,8,0.69,easy,easy
daily_routine_recall,0.45,18,101.3,18,7,11,0.5,medium,easy
object_recognition,0.48,19,77.5,12,5,7,0.48,easy,easy
pattern_recognition,0.84,200,10.3,4,0,4,1.0,medium,hard
memory_match,0.7,124,30.2,7,1,6,0.88,easy,medium
object_recognition,0.72,112,43.6,7,2,5,0.98,easy,medium
memory_match,0.7,114,40.6,7,1,6,0.97,medium,medium
daily_routine_recall,0.9,183,34.5,7,0,7,1.0,medium,hard
pattern_recognition,0.54,21,106.2,10,4,6,0.7,hard,easy
memory_match,0.89,189,30.9,9,2,7,1.0,hard,hard
memory_match,0.85,200,19.1,8,1,7,1.0,medium,hard
daily_routine_recall,0.91,191,30.1,4,0,4,1.0,medium,hard
daily_routine_recall,0.94,200,15.2,4,0,4,1.0,hard,hard
daily_routine_recall,0.82,198,23.4,4,0,4,1.0,easy,hard
object_recognition,0.25,10,70.3,18,7,11,0.79,medium,easy
pattern_recognition,0.79,123,35.5,7,1,6,0.86,hard,hard
memory_match,0.5,20,73.8,13,5,8,0.75,easy,easy
memory_match,0.35,14,73.8,14,5,9,0.57,hard,easy
object_recognition,0.4,16,97.6,9,3,6,0.64,medium,easy
pattern_recognition,0.93,200,16.7,7,0,7,1.0,easy,hard
daily_routine_recall,0.27,10,81.5,14,4,10,0.44,medium,easy
daily_routine_recall,0.46,18,91.0,13,7,6,0.43,easy,easy
daily_routine_recall,0.89,200,21.1,4,0,4,1.0,medium,hard
memory_match,0.36,14,75.3,9,3,6,0.42,easy,easy
daily_routine_recall,0.76,116,41.1,8,2,6,0.82,hard,medium
memory_match,0.25,10,71.9,16,6,10,0.53,hard,easy
object_recognition,0.65,107,44.4,9,2,7,0.96,hard,medium
object_recognition,0.51,20,101.4,15,7,8,0.71,hard,easy
daily_routine_recall,0.85,178,35.0,6,0,6,1.0,hard,hard
memory_match,0.81,195,24.2,9,2,7,1.0,easy,hard
daily_routine_recall,0.37,14,107.1,14,4,10,0.54,easy,easy
memory_match,0.65,101,50.5,9,3,6,0.89,medium,medium
pattern_recognition,0.89,200,24.6,6,0,6,1.0,hard,hard
memory_match,0.9,200,11.5,6,2,4,1.0,medium,hard
memory_match,0.67,99,53.1,10,3,7,0.91,medium,medium
pattern_recognition,0.76,115,42.4,9,3,6,0.98,medium,medium
daily_routine_recall,0.92,200,23.3,6,0,6,1.0,easy,hard
memory_match,0.54,21,92.6,16,5,11,0.73,medium,easy
memory_match,0.86,199,24.1,4,0,4,1.0,medium,medium
pattern_recognition,0.76,114,44.0,9,1,8,0.86,easy,medium
daily_routine_recall,0.39,15,66.4,13,6,7,0.6,medium,easy
memory_match,0.91,192,29.9,7,0,7,1.0,hard,hard
pattern_recognition,0.22,10,102.8,17,7,10,0.82,hard,easy
memory_match,0.61,114,35.6,8,3,5,0.83,easy,medium
memory_match,0.67,101,51.6,8,2,6,0.96,medium,medium
memory_match,0.85,183,32.2,5,0,5,1.0,hard,hard
memory_match,0.66,114,38.1,7,1,6,0.88,hard,medium
pattern_recognition,0.5,20,77.0,17,6,11,0.73,medium,easy
daily_routine_recall,0.66,113,39.7,8,1,7,0.93,hard,medium
memory_match,0.34,13,107.0,18,7,11,0.52,medium,easy
memory_match,0.8,187,28.1,6,0,6,1.0,easy,hard
memory_match,0.83,176,35.0,4,0,4,1.0,easy,hard
daily_routine_recall,0.22,10,80.9,11,4,7,0.85,medium,easy
daily_routine_recall,0.36,14,65.8,13,3,10,0.58,hard,easy
daily_routine_recall,0.61,114,35.4,9,1,8,0.98,hard,medium
memory_match,0.56,22,76.6,14,4,10,0.64,easy,easy
memory_match,0.62,98,53.0,8,2,6,0.89,easy,medium
object_recognition,0.5,20,80.6,13,4,9,0.63,medium,easy
object_recognition,0.63,110,40.8,8,1,7,0.93,hard,medium
pattern_recognition,0.87,200,20.1,9,2,7,1.0,hard,hard
memory_match,0.9,184,33.8,6,0,6,1.0,medium,hard
object_recognition,0.64,118,33.3,6,1,5,0.88,easy,medium
object_recognition,0.37,14,102.9,10,3,7,0.75,medium,easy
pattern_recognition,0.64,124,27.4,9,2,7,0.81,hard,medium
object_recognition,0.93,200,17.2,4,0,4,1.0,easy,hard
daily_routine_recall,0.79,113,45.5,6,1,5,0.97,medium,hard
memory_match,0.5,20,78.1,14,7,7,0.49,medium,easy
object_recognition,0.72,108,47.1,11,2,9,0.96,easy,medium
pattern_recognition,0.27,10,49.3,13,3,10,0.41,hard,easy
memory_match,0.97,200,19.1,6,1,5,1.0,medium,hard
daily_routine_recall,0.65,123,28.5,7,1,6,0.82,hard,medium
object_recognition,0.85,194,26.7,7,1,6,1.0,easy,hard
pattern_recognition,0.76,114,43.7,8,3,5,0.99,medium,medium
pattern_recognition,0.85,200,22.4,6,0,6,1.0,hard,hard
object_recognition,0.75,124,32.2,9,2,7,0.87,hard,medium
pattern_recognition,0.9,200,24.6,5,0,5,1.0,easy,hard
object_recognition,0.81,200,17.1,5,0,5,1.0,easy,hard
daily_routine_recall,0.49,19,107.1,13,7,6,0.55,hard,easy
pattern_recognition,0.64,109,42.3,9,1,8,0.96,medium,medium
memory_match,0.82,192,26.4,5,0,5,1.0,hard,hard
object_recognition,0.72,130,25.2,9,1,8,0.93,medium,medium
memory_match,0.57,22,98.7,16,6,10,0.57,easy,easy
memory_match,0.91,188,32.0,8,2,6,1.0,easy,hard
daily_routine_recall,0.97,200,22.5,4,0,4,1.0,medium,hard
pattern_recognition,0.89,200,11.2,6,0,6,1.0,easy,hard
daily_routine_recall,0.87,200,14.4,6,0,6,1.0,hard,hard
object_recognition,0.79,111,47.5,9,1,8,0.85,hard,hard
memory_match,0.98,200,24.5,4,0,4,1.0,hard,hard
pattern_recognition,0.56,22,58.8,9,3,6,0.61,medium,medium
memory_match,0.85,187,30.5,8,1,7,1.0,easy,hard
daily_routine_recall,0.67,101,51.1,11,2,9,0.81,easy,medium
pattern_recognition,0.93,200,23.3,4,0,4,1.0,medium,hard
daily_routine_recall,0.68,113,40.1,11,2,9,0.93,hard,medium
object_recognition,0.5,20,94.9,13,6,7,0.76,hard,easy
object_recognition,0.46,18,81.1,14,5,9,0.46,easy,easy
daily_routine_recall,0.45,18,79.1,10,4,6,0.81,medium,easy
pattern_recognition,0.42,16,50.6,13,6,7,0.74,easy,easy
memory_match,0.96,200,22.4,7,1,6,1.0,easy,hard
object_recognition,0.39,15,62.1,13,6,7,0.49,easy,easy
object_recognition,0.98,200,20.8,5,0,5,1.0,medium,hard
object_recognition,0.32,12,56.6,13,6,7,0.63,hard,easy
object_recognition,0.63,124,27.0,7,2,5,0.91,hard,medium
pattern_recognition,0.7,119,35.4,11,2,9,0.95,easy,medium
object_recognition,0.33,13,93.4,10,4,6,0.46,hard,easy
daily_routine_recall,0.87,188,30.2,7,0,7,1.0,medium,hard
memory_match,0.97,200,24.3,4,0,4,1.0,easy,hard
daily_routine_recall,0.85,200,23.9,5,0,5,1.0,easy,hard
memory_match,0.98,200,28.8,4,0,4,1.0,easy,hard
daily_routine_recall,0.94,200,10.4,7,0,7,1.0,medium,hard
memory_match,0.75,125,31.2,8,2,6,0.84,easy,medium
memory_match,0.94,194,30.1,7,0,7,1.0,hard,hard
daily_routine_recall,0.47,18,68.3,14,7,7,0.57,hard,easy
memory_match,0.67,127,25.7,8,1,7,0.86,medium,medium
object_recognition,0.89,190,30.4,6,2,4,1.0,hard,hard
daily_routine_recall,0.65,120,31.8,6,1,5,0.85,medium,medium
daily_routine_recall,0.94,193,30.6,5,1,4,1.0,hard,hard
object_recognition,0.26,10,90.8,13,7,6,0.8,hard,easy
daily_routine_recall,0.98,200,28.6,7,0,7,1.0,hard,medium
memory_match,0.82,200,18.4,4,0,4,1.0,easy,hard
daily_routine_recall,0.53,21,75.8,13,6,7,0.4,medium,easy
daily_routine_recall,0.36,14,55.1,16,7,9,0.72,medium,easy
pattern_recognition,0.84,182,32.2,7,0,7,1.0,hard,hard
object_recognition,0.27,10,52.4,14,6,8,0.79,medium,easy
pattern_recognition,0.38,15,109.6,13,7,6,0.43,medium,easy
memory_match,0.58,23,71.5,10,3,7,0.65,medium,easy
pattern_recognition,0.67,125,27.6,6,1,5,0.84,medium,medium
pattern_recognition,0.64,99,52.5,11,2,9,0.86,hard,medium
pattern_recognition,0.83,200,14.1,4,0,4,1.0,easy,hard
daily_routine_recall,0.91,200,24.0,4,0,4,1.0,easy,hard
memory_match,0.53,21,66.3,16,7,9,0.76,easy,easy
object_recognition,0.61,106,43.1,9,3,6,0.8,medium,medium
pattern_recognition,0.86,198,24.7,4,0,4,1.0,medium,hard
object_recognition,0.38,15,77.7,15,6,9,0.73,medium,easy
object_recognition,0.79,105,53.2,8,3,5,0.91,easy,medium
object_recognition,0.97,200,17.6,4,0,4,1.0,medium,hard
memory_match,0.94,200,16.5,6,0,6,1.0,easy,hard
object_recognition,0.86,200,12.5,4,0,4,1.0,hard,hard
daily_routine_recall,0.73,112,43.8,10,1,9,0.89,medium,medium
daily_routine_recall,0.96,199,28.5,4,0,4,1.0,hard,hard
pattern_recognition,0.91,200,14.5,6,0,6,1.0,hard,hard
pattern_recognition,0.6,101,48.9,11,2,9,0.81,hard,medium
pattern_recognition,0.91,185,33.4,5,0,5,1.0,medium,easy
memory_match,0.71,114,40.6,9,3,6,0.96,easy,medium
memory_match,0.64,120,31.4,11,2,9,0.86,hard,medium
daily_routine_recall,0.52,20,70.2,13,6,7,0.81,medium,hard
memory_match,0.83,200,19.2,4,0,4,1.0,easy,hard
pattern_recognition,0.86,198,24.6,5,0,5,1.0,hard,hard
memory_match,0.82,200,12.1,8,2,6,1.0,easy,hard
pattern_recognition,0.97,200,17.7,5,0,5,1.0,easy,hard
daily_routine_recall,0.81,200,15.7,6,2,4,1.0,medium,hard
object_recognition,0.75,113,43.1,10,1,9,0.93,medium,medium
daily_routine_recall,0.3,12,104.1,15,4,11,0.79,medium,easy
daily_routine_recall,0.78,127,32.0,10,1,9,0.86,easy,hard
memory_match,0.67,123,29.6,6,1,5,0.82,medium,medium
memory_match,0.44,17,67.1,11,5,6,0.62,medium,easy
pattern_recognition,0.64,112,39.6,11,2,9,0.95,hard,medium
object_recognition,0.84,200,18.0,5,0,5,1.0,easy,hard
object_recognition,0.6,96,53.1,6,1,5,0.83,hard,medium
memory_match,0.9,200,21.5,7,2,5,1.0,easy,hard
object_recognition,0.78,111,47.7,8,2,6,0.82,easy,medium
memory_match,0.96,200,23.2,4,0,4,1.0,easy,hard
pattern_recognition,0.64,125,26.1,9,2,7,0.95,hard,medium
memory_match,0.87,200,16.9,5,1,4,1.0,hard,hard
object_recognition,0.71,117,37.5,10,3,7,0.99,medium,medium
memory_match,0.45,18,69.7,15,6,9,0.81,hard,hard
object_recognition,0.92,200,20.3,9,2,7,1.0,easy,hard
daily_routine_recall,0.83,183,31.3,7,1,6,1.0,medium,hard
memory_match,0.81,200,20.1,4,0,4,1.0,hard,hard
daily_routine_recall,0.76,107,50.9,10,2,8,0.83,easy,medium
daily_routine_recall,0.22,10,74.0,14,7,7,0.66,hard,easy
memory_match,0.88,192,28.9,4,0,4,1.0,medium,hard
object_recognition,0.97,200,26.8,7,0,7,1.0,easy,hard
object_recognition,0.86,183,32.1,5,0,5,1.0,easy,hard
pattern_recognition,0.54,21,46.3,10,4,6,0.61,easy,easy
pattern_recognition,0.7,129,25.2,10,3,7,0.94,medium,medium
daily_routine_recall,0.94,187,33.9,4,0,4,1.0,medium,hard
object_recognition,0.57,22,105.7,13,4,9,0.46,easy,easy
daily_routine_recall,0.52,20,68.5,13,6,7,0.67,hard,easy
pattern_recognition,0.81,200,20.3,6,0,6,1.0,hard,hard
pattern_recognition,0.83,200,19.5,7,0,7,1.0,hard,hard
memory_match,0.81,200,14.9,7,0,7,1.0,easy,hard
memory_match,0.87,200,18.1,4,0,4,1.0,medium,hard
pattern_recognition,0.36,14,75.6,16,7,9,0.76,easy,easy
daily_routine_recall,0.68,108,45.8,9,1,8,0.92,easy,medium
memory_match,0.45,18,104.3,9,3,6,0.42,easy,easy
pattern_recognition,0.27,10,99.0,11,5,6,0.57,easy,easy
object_recognition,0.33,13,99.3,17,6,11,0.49,medium,easy
pattern_recognition,0.3,12,97.4,11,4,7,0.72,medium,easy
pattern_recognition,0.21,10,47.4,16,7,9,0.43,medium,easy
pattern_recognition,0.54,21,59.8,12,6,6,0.54,medium,easy
pattern_recognition,0.53,21,90.5,15,7,8,0.73,medium,easy
memory_match,0.43,17,45.2,11,5,6,0.53,easy,easy
object_recognition,0.42,16,83.1,14,6,8,0.78,easy,easy
memory_match,0.3,12,74.2,16,7,9,0.52,easy,easy
memory_match,0.92,200,22.6,5,0,5,1.0,hard,hard
daily_routine_recall,0.99,200,19.6,5,1,4,1.0,medium,hard
object_recognition,0.5,20,53.8,15,5,10,0.64,hard,easy
daily_routine_recall,0.8,120,39.5,8,2,6,0.98,hard,hard
pattern_recognition,0.89,200,23.9,4,0,4,1.0,hard,easy
object_recognition,0.56,22,78.8,17,6,11,0.69,hard,easy
daily_routine_recall,0.7,119,35.1,7,1,6,0.83,medium,easy
pattern_recognition,0.84,200,19.1,7,0,7,1.0,easy,hard
daily_routine_recall,0.99,200,15.5,8,1,7,1.0,hard,hard
pattern_recognition,0.42,16,86.4,10,3,7,0.73,medium,easy
pattern_recognition,0.67,105,48.0,10,2,8,0.86,hard,medium
pattern_recognition,0.21,10,83.4,13,5,8,0.53,hard,easy
daily_routine_recall,0.21,10,109.6,12,3,9,0.74,medium,easy
daily_routine_recall,0.7,128,26.3,10,1,9,0.97,hard,medium
memory_match,0.22,10,60.4,14,3,11,0.4,hard,easy
memory_match,0.84,179,34.0,7,0,7,1.0,medium,hard
pattern_recognition,0.67,113,39.6,8,2,6,0.98,hard,medium
daily_routine_recall,0.36,14,91.8,12,5,7,0.71,medium,easy
daily_routine_recall,0.26,10,96.2,15,6,9,0.55,easy,easy
memory_match,0.8,189,27.5,4,0,4,1.0,easy,hard
pattern_recognition,0.25,10,79.7,12,5,7,0.44,medium,easy
object_recognition,0.77,130,27.1,8,2,6,0.99,easy,medium
object_recognition,0.66,114,38.8,8,2,6,0.98,easy,medium
object_recognition,0.28,11,109.0,13,3,10,0.75,hard,easy
daily_routine_recall,0.74,117,39.1,8,2,6,0.99,easy,medium
memory_match,0.47,18,94.0,17,7,10,0.68,medium,easy
object_recognition,0.77,129,28.1,9,3,6,0.85,medium,medium
daily_routine_recall,0.78,118,40.5,10,2,8,0.86,easy,hard
pattern_recognition,0.95,200,11.8,5,1,4,1.0,hard,hard
memory_match,0.94,199,27.8,7,0,7,1.0,medium,hard
pattern_recognition,0.63,103,47.7,10,1,9,0.9,hard,medium
daily_routine_recall,0.98,200,19.5,7,1,6,1.0,easy,hard
pattern_recognition,0.62,97,53.9,8,2,6,0.84,easy,medium
pattern_recognition,0.39,15,60.2,16,6,10,0.75,hard,easy
memory_match,0.49,19,59.8,12,5,7,0.57,medium,easy
object_recognition,0.9,200,25.1,4,0,4,1.0,hard,hard
object_recognition,0.95,198,28.9,7,1,6,1.0,medium,hard
object_recognition,0.41,16,53.5,16,5,11,0.83,medium,easy
memory_match,0.87,200,13.4,5,0,5,1.0,hard,hard
pattern_recognition,0.8,126,33.8,9,2,7,0.88,easy,hard
memory_match,0.77,119,38.7,10,1,9,0.9,easy,medium
pattern_recognition,0.63,107,43.3,7,2,5,0.82,hard,medium
memory_match,0.6,108,41.5,12,3,9,0.83,medium,medium
object_recognition,0.67,101,51.9,8,3,5,0.91,easy,medium
memory_match,0.42,16,67.3,11,5,6,0.6,hard,easy
daily_routine_recall,0.22,10,80.4,15,6,9,0.46,hard,easy
daily_routine_recall,0.94,200,14.1,6,1,5,1.0,hard,hard
pattern_recognition,0.51,20,103.9,13,6,7,0.71,hard,easy
daily_routine_recall,0.51,20,48.6,10,4,6,0.77,hard,easy
daily_routine_recall,0.52,20,104.4,15,4,11,0.81,easy,easy
object_recognition,0.32,12,80.9,13,6,7,0.72,hard,easy
pattern_recognition,0.89,200,16.4,5,0,5,1.0,hard,hard
pattern_recognition,0.69,119,34.8,11,2,9,0.84,easy,medium
memory_match,0.68,114,39.5,10,1,9,0.83,hard,medium
pattern_recognition,0.25,10,54.6,11,4,7,0.79,hard,easy
daily_routine_recall,0.86,200,12.4,7,1,6,1.0,hard,hard
memory_match,0.74,130,26.5,9,1,8,0.92,easy,medium
object_recognition,0.84,200,22.6,7,0,7,1.0,hard,hard
object_recognition,0.99,200,23.9,7,0,7,1.0,hard,hard
daily_routine_recall,0.82,200,12.7,7,0,7,1.0,medium,hard
memory_match,0.73,104,51.9,9,2,7,0.87,easy,medium
object_recognition,0.74,128,28.9,10,2,8,0.87,easy,medium
memory_match,0.45,18,49.7,12,4,8,0.72,easy,easy
pattern_recognition,0.38,15,71.2,18,7,11,0.6,medium,easy
memory_match,0.77,125,32.9,10,1,9,0.99,medium,medium
pattern_recognition,0.73,127,28.6,6,1,5,0.85,medium,medium
memory_match,0.4,16,76.4,18,7,11,0.77,medium,easy
pattern_recognition,0.95,200,26.5,7,0,7,1.0,hard,hard
daily_routine_recall,0.91,200,15.4,5,1,4,1.0,hard,hard
object_recognition,0.81,200,12.0,9,2,7,1.0,hard,hard
object_recognition,0.61,116,33.1,9,2,7,0.99,medium,medium
daily_routine_recall,0.69,108,45.8,11,2,9,0.83,easy,medium
daily_routine_recall,0.25,10,85.3,15,7,8,0.75,medium,easy
daily_routine_recall,0.41,16,87.0,14,5,9,0.47,medium,easy
pattern_recognition,1.0,200,11.9,4,0,4,1.0,hard,hard
